id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1364319294432108547,1364302257051738116,2021-02-23 16:00:42 EST,2021-02-23,16:00:42,-0500,4855798887,smilemnky,SMILEMONKEY,,@SethAndrewsTTA Boycotting is not cancel culture....,en,[],[],[],0,0,0,[],[],https://twitter.com/SMILEMNKY/status/1364319294432108547,False,,0,,,,,,,,"[{'screen_name': 'SethAndrewsTTA', 'name': 'Seth Andrews', 'id': '2320645506'}]",,,,
1364319230808629250,1364301502525759490,2021-02-23 16:00:27 EST,2021-02-23,16:00:27,-0500,474927623,lazycolorgirl,trishacolorsofnature,,@chipfranklin aren't the republicans the biggest whinners about cancel culture?,en,[],[],[],0,0,0,[],[],https://twitter.com/lazycolorgirl/status/1364319230808629250,False,,0,,,,,,,,"[{'screen_name': 'chipfranklin', 'name': 'Chip Franklin InsideTheBeltway.com', 'id': '48325671'}]",,,,
1364319209128226818,1364037487262375941,2021-02-23 16:00:21 EST,2021-02-23,16:00:21,-0500,1308961935782801409,billdamndance,Bill Dance,,@M_cope1991 @The_Faiz_Phase @0GHeathen Old twitter would eat cancel culture alive BRING IT BACK,en,[],[],[],0,0,0,[],[],https://twitter.com/billdamndance/status/1364319209128226818,False,,0,,,,,,,,"[{'screen_name': 'M_cope1991', 'name': 'Matt', 'id': '899148111062458368'}, {'screen_name': 'The_Faiz_Phase', 'name': '💎 SOZÉ BLANCO 💎', 'id': '28470661'}, {'screen_name': '0GHeathen', 'name': 'Mr. Happy', 'id': '1081364581002428416'}]",,,,
1364319191239712768,1364001882511970309,2021-02-23 16:00:17 EST,2021-02-23,16:00:17,-0500,1304885082,msmanchester1,Thea #WeThePeopleWillWin,,"@Jim_Jordan Stop the incessant whining about cancel culture, you all started it when you tried to cancel French fries. You know what can’t be canceled, the damage you did to those OSU wrestlers. #ResignJimJordan  https://t.co/hzbBDocTDw",en,[],[],['https://pbs.twimg.com/media/Eu8JEqwWYAUKtWM.jpg'],0,0,0,['resignjimjordan'],[],https://twitter.com/Msmanchester1/status/1364319191239712768,False,,1,https://pbs.twimg.com/media/Eu8JEqwWYAUKtWM.jpg,,,,,,,"[{'screen_name': 'Jim_Jordan', 'name': 'Rep. Jim Jordan', 'id': '18166778'}]",,,,
1364319185581596680,1364099983734149120,2021-02-23 16:00:16 EST,2021-02-23,16:00:16,-0500,1359794413644439553,jimtk1975,Jono,,@Drunk3P0 Cancel culture will cancel anyone or anything that gets in the way of their ultimate goal which is the cancellation of western civilisation itself. The logic of repressive tolerance only victims (minority groups) can be weaponized to achieve that.  I AM @ginacarano (IAMSPARTACUS),en,"[{'screen_name': 'ginacarano', 'name': 'gina carano 🕯', 'id': '46671731'}]",[],[],0,0,0,[],[],https://twitter.com/jimtk1975/status/1364319185581596680,False,,0,,,,,,,,"[{'screen_name': 'Drunk3P0', 'name': '🍓Drunk3P0 🥤', 'id': '1007486304408555520'}]",,,,
1364319185548025860,1364319185548025860,2021-02-23 16:00:16 EST,2021-02-23,16:00:16,-0500,1286888174485147648,bnmstaff,Barrett News Media,,Radio lost a legend in Rush Limbaugh who saved the industry and kicked cancel culture’s ass in the process  https://t.co/jJHuRI77m3  https://t.co/36SJKg1ixH,en,[],['https://buff.ly/2NHERNt'],['https://pbs.twimg.com/media/Eu8JEanWgA09m4-.jpg'],0,0,0,[],[],https://twitter.com/BNMStaff/status/1364319185548025860,False,,1,https://pbs.twimg.com/media/Eu8JEanWgA09m4-.jpg,,,,,,,[],,,,
1364319067079852035,1364319067079852035,2021-02-23 15:59:48 EST,2021-02-23,15:59:48,-0500,106769691,danmartintalks,Dan Desai Martin,,"During #BlackHistoryMonth, Republicans in Tennessee seek to stop many Black athletes who have largely protested against police violence against the Black community.   I guess #CancelCulture is bad unless targeted against Black Americans 🤷‍♂️",en,[],[],[],0,0,0,"['blackhistorymonth', 'cancelculture']",[],https://twitter.com/DanMartinTalks/status/1364319067079852035,False,https://twitter.com/SergioMarBel/status/1364291894822461442,0,,,,,,,,[],,,,
1364319031826776066,1364231966451634177,2021-02-23 15:59:39 EST,2021-02-23,15:59:39,-0500,1298403838366494724,irre__,Irre__,,"@AimanSafiyy @MoonHawk357 @NoAvi6 @MikiIsHere @AgedContext @PoorlyAgedStuff Listen man, cancel culture is a mega problem nowadays, but this guy is an exception. He is one of the most disgusting people I've ever heard about. He literally allows the distribution of child porn in his discord servers because it's a ""running joke"".",en,[],[],[],0,0,0,[],[],https://twitter.com/Irre__/status/1364319031826776066,False,,0,,,,,,,,"[{'screen_name': 'AimanSafiyy', 'name': ""Single Safiyy (15 yr old with no B's on my D)"", 'id': '1123957122830614528'}, {'screen_name': 'MoonHawk357', 'name': 'Zaiden', 'id': '724891294913409025'}, {'screen_name': 'NoAvi6', 'name': 'radical liberal logan', 'id': '1114015222950326272'}, {'screen_name': 'MikiIsHere', 'name': 'Miki ♀️ @ vtuber hell', 'id': '469593636'}, {'screen_name': 'AgedContext', 'name': 'Context for Poorly Aged Things', 'id': '1238089053691617280'}, {'screen_name': 'PoorlyAgedStuff', 'name': 'Poorly Aged Things', 'id': '1235610347500974081'}]",,,,
1364319004232478724,1364281564713074689,2021-02-23 15:59:33 EST,2021-02-23,15:59:33,-0500,1357273150933917697,joseph90375891,Joseph,,@TheLondonLawye1 @yankyluke @karlsenkhoi @Nigel_Farage I didn't say I was in favour of it. Cancel culture is more insidious than boycott of a product though and I think you know the difference 👍,en,[],[],[],1,0,0,[],[],https://twitter.com/Joseph90375891/status/1364319004232478724,False,,0,,,,,,,,"[{'screen_name': 'TheLondonLawye1', 'name': 'The London Lawyer', 'id': '1352616245070278657'}, {'screen_name': 'yankyluke', 'name': 'FERGIE 🇺🇸🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🇬🇧', 'id': '2291005233'}, {'screen_name': 'karlsenkhoi', 'name': 'Arne Karlsen', 'id': '1363597632346746885'}, {'screen_name': 'Nigel_Farage', 'name': 'Nigel Farage', 'id': '19017675'}]",,,,
1364318974171873280,1364318974171873280,2021-02-23 15:59:25 EST,2021-02-23,15:59:25,-0500,1026947564,realconniemcgee,Connie McGee 🙏🍑🇺🇸,,@CPAC this is how Twitter feels about your website link. #CancelCulture  https://t.co/9q7TAdOOdg,en,[],[],['https://pbs.twimg.com/media/Eu8IuW4XUAE48hI.jpg'],0,0,0,['cancelculture'],[],https://twitter.com/RealConnieMcGee/status/1364318974171873280,False,,1,https://pbs.twimg.com/media/Eu8IuW4XUAE48hI.jpg,,,,,,,[],,,,
1364318937610031105,1364318937610031105,2021-02-23 15:59:17 EST,2021-02-23,15:59:17,-0500,1331925223273205760,jamesmc46012825,General Smile,,"#CancelCulture Just shut up, and let us browse the internet in peace.  https://t.co/FoaMbss25q",en,[],[],['https://pbs.twimg.com/media/Eu8IupJVgAAhGMM.png'],0,0,0,['cancelculture'],[],https://twitter.com/JamesMc46012825/status/1364318937610031105,False,,1,https://pbs.twimg.com/media/Eu8IupJVgAAhGMM.png,,,,,,,[],,,,
1364318911043432456,1364265491074719744,2021-02-23 15:59:10 EST,2021-02-23,15:59:10,-0500,1354507928095617029,melvilleupdate,Has Melville Tweeted About Trophy Hunting Today?,,"@JamesMelville @berniespofforth @ClareEuro @queenofswords6 @stpiranscross @Francis_Hoar Pretty sure the reason you won’t say it on here is the fact that your solicitor politely told you that people saying nasty things on the internet is not illegal. Or do we want to engage in cancel culture, James?",en,[],[],[],0,0,2,[],[],https://twitter.com/MelvilleUpdate/status/1364318911043432456,False,,0,,,,,,,,"[{'screen_name': 'JamesMelville', 'name': 'James Melville', 'id': '20675681'}, {'screen_name': 'berniespofforth', 'name': ""Bernie's Tweets"", 'id': '755135678422327296'}, {'screen_name': 'ClareEuro', 'name': 'Clare Robinson', 'id': '1139449145691951105'}, {'screen_name': 'queenofswords6', 'name': 'Dr Georgina Porter', 'id': '3392859784'}, {'screen_name': 'stpiranscross', 'name': 'St Pirans Cross', 'id': '801110101'}, {'screen_name': 'Francis_Hoar', 'name': 'Francis Hoar', 'id': '142640919'}]",,,,
